accommodates,bathrooms,bedrooms,beds,avg_rating,calculated_host_listings_count,host_response_rate,avg_price,minimum_nights,availability_rate,days_since_last_review,number_of_reviews,host_is_superhost,neighbourhood_cleansed,property_type,occupancy
2,1.0,1.0,1.0,4.811428571428571,2,1.0,1050.0,2,0.6438356164383562,15.0,29,t,Ward 107,Entire rental unit,114
2,1.5,1.0,1.0,4.907142857142857,2,1.0,1500.0,2,0.2465753424657534,28.0,37,f,Ward 64,Entire guest suite,6
4,2.0,2.0,2.0,4.701428571428572,3,1.0,2200.0,1,0.2493150684931507,48.0,31,t,Ward 115,Entire condo,186
4,2.0,2.0,2.0,2.7142857142857144,2,0.9,2500.0,2,1.0,262.0,1,f,Ward 115,Entire rental unit,6
2,1.0,1.0,1.0,4.967142857142856,1,1.0,700.0,1,0.2054794520547945,7.0,57,t,Ward 70,Private room in guest suite,42
2,1.0,0.0,1.0,3.142857142857143,6,0.85,550.0,1,0.9561643835616438,738.0,4,f,Ward 115,Private room in bed and breakfast,0
8,3.5,3.0,5.0,5.0,1,1.0,12000.0,14,0.9945205479452055,1172.0,1,f,Ward 74,Entire home,0
8,3.0,4.0,7.0,4.884285714285714,6,1.0,4500.0,3,0.5753424657534246,75.0,70,t,Ward 54,Entire home,42
2,1.0,1.0,1.0,4.751428571428571,25,1.0,1100.0,2,0.8547945205479452,16.0,8,f,Ward 115,Entire rental unit,48
2,1.0,1.0,1.0,4.367142857142857,1,1.0,1800.0,2,0.9671232876712329,24.0,14,f,Ward 115,Entire rental unit,12
2,1.0,0.0,1.0,4.8,2,1.0,800.0,1,0.8876712328767123,47.0,65,t,Ward 84,Entire guest suite,108
5,2.0,2.0,3.0,4.818571428571429,1,1.0,1800.0,5,0.2547945205479452,22.0,47,f,Ward 54,Entire rental unit,120
3,1.0,2.0,2.0,4.857142857142857,3,1.0,1650.0,3,0.20273972602739726,401.0,1,f,Ward 59,Entire home,0
4,2.0,2.0,2.0,4.942857142857143,32,1.0,1500.0,2,0.9232876712328767,52.0,97,t,Ward 54,Entire rental unit,42
2,1.5,1.0,1.0,5.0,8,1.0,3959.0,1,0.8246575342465754,404.0,1,t,Ward 61,Private room in guesthouse,0
6,3.0,3.0,3.0,5.0,34,1.0,10417.0,10,0.3835616438356164,76.0,1,f,Ward 115,Entire home,20
7,2.5,3.0,7.0,4.815714285714286,2,1.0,975.0,2,0.410958904109589,58.0,55,f,Ward 61,Entire home,30
6,2.0,3.0,3.0,4.74,2,1.0,2700.0,2,0.6438356164383562,21.0,32,f,Ward 64,Entire home,42
4,2.0,2.0,3.0,4.672857142857143,35,0.99,2070.0,2,0.6301369863013698,37.0,124,f,Ward 115,Entire rental unit,90
2,1.0,1.0,1.0,4.7371428571428575,1,0.8,950.0,2,0.5972602739726027,40.0,18,f,Ward 54,Entire guest suite,6
2,1.0,1.0,1.0,4.885714285714285,1,1.0,1200.0,1,0.5917808219178082,13.0,5,f,Ward 77,Entire rental unit,30
4,2.0,2.0,2.0,4.841428571428572,21,1.0,1000.0,3,0.6109589041095891,2.0,325,t,Ward 55,Entire condo,192
4,2.0,2.0,2.0,4.445714285714286,7,1.0,2000.0,2,0.9315068493150684,19.0,26,f,Ward 55,Entire rental unit,30
8,4.5,4.0,6.0,4.967142857142858,3,1.0,20000.0,2,0.7452054794520548,7.0,174,t,Ward 54,Entire villa,132
3,1.0,1.0,1.0,1.8571428571428572,1,1.0,1897.0,2,0.9315068493150684,40.0,1,f,Ward 115,Entire rental unit,6
2,1.0,1.0,1.0,4.881428571428572,1,1.0,450.0,2,0.4383561643835616,24.0,106,t,Ward 57,Entire guesthouse,42
2,1.0,0.0,1.0,4.235714285714286,10,1.0,1200.0,2,0.9178082191780822,33.0,12,f,Ward 115,Entire rental unit,18
3,1.5,2.0,2.0,4.171428571428571,6,1.0,1650.0,2,0.9178082191780822,395.0,5,f,Ward 115,Entire rental unit,0
2,1.0,1.0,1.0,4.965714285714286,2,1.0,1100.0,2,0.9671232876712329,20.0,46,t,Ward 74,Entire rental unit,24
2,1.0,1.0,1.0,4.908571428571428,23,1.0,1320.0,1,0.6657534246575343,76.0,35,t,Ward 115,Entire rental unit,144
8,3.0,4.0,6.0,4.475714285714285,1,1.0,5700.0,5,0.9315068493150684,29.0,3,f,Ward 100,Entire home,30
6,2.0,3.0,4.0,4.881428571428572,3,1.0,3000.0,2,0.23013698630136986,17.0,6,t,Ward 55,Entire rental unit,36
4,2.5,2.0,2.0,4.714285714285714,2,1.0,12000.0,3,0.7397260273972602,386.0,1,f,Ward 115,Entire rental unit,0
6,3.5,3.0,3.0,5.0,19,0.98,10000.0,2,0.4054794520547945,12.0,6,t,Ward 54,Entire rental unit,36
3,1.0,2.0,2.0,4.9799999999999995,1,1.0,600.0,3,0.9561643835616438,19.0,42,f,Ward 59,Entire guest suite,36
4,1.0,2.0,3.0,4.588571428571428,5,1.0,1800.0,2,0.6054794520547945,2.0,49,t,Ward 54,Entire rental unit,18
8,3.0,4.0,5.0,4.972857142857142,22,1.0,4500.0,3,0.6986301369863014,17.0,29,t,Ward 64,Entire home,66
4,1.0,2.0,2.0,4.702857142857143,1,1.0,2000.0,4,0.4849315068493151,30.0,11,f,Ward 115,Entire rental unit,32
4,2.0,2.0,2.0,4.971428571428571,1,1.0,1500.0,3,0.5671232876712329,21.0,5,f,Ward 55,Entire rental unit,30
4,1.5,2.0,2.0,4.857142857142857,2,0.0,3700.0,2,0.9972602739726028,1031.0,1,f,Ward 64,Private room in guesthouse,0
6,2.0,3.0,3.0,5.0,1,1.0,3000.0,3,0.8986301369863013,75.0,1,f,Ward 58,Entire home,6
4,2.0,2.0,3.0,4.79,1,1.0,1300.0,2,0.4438356164383562,25.0,28,f,Ward 115,Entire rental unit,24
2,1.0,1.0,1.0,4.910000000000001,1,1.0,650.0,2,0.6027397260273972,6.0,13,f,Ward 71,Entire guesthouse,72
5,1.5,2.0,4.0,4.880000000000001,3,1.0,2000.0,2,0.6465753424657534,10.0,202,t,Ward 61,Entire villa,255
4,1.0,2.0,2.0,4.571428571428571,1,1.0,80.0,3,1.0,3000.0,1,f,Ward 49,Entire rental unit,0
6,2.0,4.0,4.0,4.881428571428571,2,1.0,3504.0,3,0.8712328767123287,11.0,12,f,Ward 73,Entire home,72
2,1.0,1.0,1.0,4.571428571428571,1,1.0,578.0,2,0.9506849315068493,9.0,2,f,Ward 21,Entire guest suite,12
8,4.0,4.0,4.0,5.0,3,1.0,3580.0,3,0.6493150684931507,73.0,10,t,Ward 15,Entire villa,24
2,1.0,1.0,1.0,4.852857142857142,2,0.8,1550.0,2,0.9808219178082191,45.0,43,f,Ward 115,Entire rental unit,12
4,1.0,2.0,3.0,4.637142857142857,11,1.0,995.0,2,0.8904109589041096,31.0,28,f,Ward 23,Entire rental unit,60
4,2.0,2.0,3.0,4.864285714285714,38,0.98,2500.0,3,0.27671232876712326,34.0,18,f,Ward 77,Entire rental unit,36
3,1.0,1.0,2.0,5.0,1,1.0,1100.0,2,0.3863013698630137,62.0,2,f,Ward 64,Entire guesthouse,12
2,1.0,0.0,1.0,4.735714285714286,49,0.98,1320.0,2,0.9726027397260274,25.0,19,t,Ward 54,Entire rental unit,42
4,2.0,2.0,2.0,4.7871428571428565,38,0.98,7500.0,30,0.2547945205479452,56.0,53,f,Ward 115,Entire loft,255
2,1.0,1.0,1.0,4.868571428571428,18,0.99,3200.0,1,0.9917808219178083,17.0,13,f,Ward 115,Entire serviced apartment,78
2,1.0,1.0,1.0,4.964285714285714,3,1.0,700.0,1,0.20821917808219179,63.0,4,f,Ward 70,Entire rental unit,24
2,1.0,1.0,1.0,4.395714285714285,1,0.7,730.0,1,1.0,30.0,8,f,Ward 5,Entire guest suite,24
2,1.0,1.0,1.0,5.0,3,1.0,1500.0,2,0.6684931506849315,74.0,2,f,Ward 61,Private room in guesthouse,6
3,1.0,1.0,2.0,4.831428571428572,7,1.0,900.0,3,0.5780821917808219,18.0,124,t,Ward 115,Entire rental unit,84
6,3.0,3.0,3.0,4.928571428571429,11,1.0,3500.0,1,0.8821917808219178,68.0,2,t,Ward 69,Entire home,12
2,1.0,1.0,1.0,4.928571428571429,8,1.0,1002.0,1,0.11506849315068493,54.0,2,f,Ward 64,Entire rental unit,12
2,1.0,1.0,1.0,4.805714285714285,15,0.97,1725.0,2,0.9342465753424658,45.0,132,f,Ward 54,Entire rental unit,180
16,4.0,10.0,10.0,4.6571428571428575,1,1.0,6999.0,2,0.6191780821917808,227.0,5,f,Ward 14,Entire home,18
2,1.0,1.0,1.0,4.285714285714286,1,0.95,1265.0,2,0.9287671232876712,17.0,1,f,Ward 115,Entire rental unit,6
2,1.0,1.0,1.0,4.752857142857143,1,0.8,31.0,4,0.36885245901639346,2.0,158,t,Ward 115,Entire rental unit,184
4,1.0,2.0,2.0,4.798571428571428,33,0.96,1417.0,2,0.46301369863013697,34.0,19,t,Ward 54,Entire rental unit,54
4,2.0,2.0,3.0,4.612857142857143,181,0.99,6000.0,2,0.8821917808219178,76.0,48,f,Ward 54,Entire rental unit,12
2,1.0,1.0,1.0,4.808571428571429,1,1.0,1500.0,4,0.4054794520547945,22.0,128,f,Ward 54,Entire rental unit,144
2,1.0,1.0,1.0,4.494285714285714,6,0.93,2593.0,1,0.9616438356164384,86.0,13,f,Ward 115,Entire rental unit,18
6,2.0,3.0,4.0,5.0,1,1.0,3000.0,4,0.2054794520547945,72.0,1,f,Ward 21,Entire home,8
6,2.5,3.0,3.0,4.868571428571428,2,1.0,3300.0,2,0.6273972602739726,26.0,38,t,Ward 64,Entire home,30
2,1.0,1.0,1.0,4.6257142857142854,1,1.0,800.0,2,0.27671232876712326,320.0,11,f,Ward 115,Entire serviced apartment,12
1,1.0,1.0,1.0,4.261428571428572,5,1.0,39.0,2,0.4191780821917808,111.0,17,t,Ward 54,Private room in home,18
2,1.0,1.0,1.0,5.0,6,1.0,1250.0,2,0.7506849315068493,437.0,2,f,Ward 115,Private room in bed and breakfast,0
2,1.0,1.0,1.0,5.0,61,1.0,9440.0,2,0.8493150684931506,56.0,1,f,Ward 54,Entire rental unit,6
1,1.0,1.0,1.0,4.857142857142857,7,1.0,220.0,2,0.8904109589041096,323.0,4,f,Ward 11,Private room in home,12
2,1.0,2.0,1.0,4.905714285714285,7,1.0,28.0,3,0.36164383561643837,8.0,34,t,Ward 77,Entire rental unit,42
2,1.0,1.0,1.0,4.354285714285714,5,1.0,834.0,3,0.9698630136986301,44.0,6,f,Ward 1,Entire condo,12
2,1.0,1.0,1.0,4.972857142857143,1,1.0,657.0,1,0.947945205479452,6.0,37,f,Ward 15,Entire guesthouse,222
2,1.0,1.0,2.0,4.928571428571429,1,1.0,2000.0,1,0.6684931506849315,48.0,2,f,Ward 54,Entire rental unit,12
4,2.0,2.0,2.0,4.79,1,1.0,2100.0,10,0.8712328767123287,416.0,19,f,Ward 55,Entire townhouse,0
2,1.0,1.0,1.0,4.794285714285714,6,1.0,2700.0,1,0.915068493150685,17.0,50,f,Ward 4,Entire rental unit,96
4,1.5,2.0,2.0,4.69,18,1.0,950.0,2,0.13972602739726028,73.0,6,t,Ward 57,Entire rental unit,12
2,1.0,1.0,1.0,4.880000000000001,38,1.0,2200.0,2,0.947945205479452,20.0,54,t,Ward 115,Entire rental unit,96
4,2.0,2.0,2.0,4.912857142857143,1,0.86,5500.0,2,0.9178082191780822,17.0,13,f,Ward 54,Entire home,60
4,1.0,1.0,2.0,4.757142857142858,18,1.0,750.0,2,0.9808219178082191,40.0,85,t,Ward 115,Entire condo,84
7,2.0,4.0,8.0,5.0,1,1.0,4000.0,4,0.20273972602739726,76.0,1,f,Ward 71,Entire home,8
2,1.0,1.0,0.0,4.964285714285714,1,1.0,850.0,2,0.9808219178082191,10.0,4,f,Ward 112,Entire rental unit,24
2,1.0,1.0,1.0,4.785714285714286,9,0.96,1500.0,2,0.9835616438356164,59.0,4,f,Ward 54,Shipping container,12
2,1.0,1.0,1.0,4.142857142857143,49,1.0,905.0,1,0.9424657534246575,137.0,1,f,Ward 115,Entire rental unit,6
2,1.0,1.0,2.0,4.958571428571429,3,0.96,950.0,1,0.6657534246575343,7.0,46,t,Ward 59,Entire rental unit,138
2,1.0,1.0,1.0,4.785714285714286,1,1.0,2800.0,2,0.2410958904109589,75.0,2,f,Ward 55,Entire condo,12
2,1.0,1.0,1.0,4.925714285714286,4,1.0,750.0,3,0.9205479452054794,3.0,77,t,Ward 4,Entire guest suite,144
2,1.0,1.0,1.0,5.0,3,0.9,700.0,2,0.9178082191780822,807.0,1,f,Ward 21,Entire guest suite,0
6,2.0,3.0,3.0,4.862857142857143,10,1.0,1050.0,3,0.19452054794520549,373.0,30,f,Ward 107,Entire home,0
2,1.0,0.0,1.0,4.777142857142857,3,1.0,1350.0,3,0.6328767123287671,221.0,35,t,Ward 115,Entire rental unit,12
4,1.0,2.0,2.0,1.2857142857142858,3,1.0,1725.0,2,0.9232876712328767,31.0,2,f,Ward 115,Entire rental unit,12
2,1.0,1.0,1.0,5.0,6,1.0,1000.0,2,0.9287671232876712,118.0,7,t,Ward 57,Entire home,24
2,1.0,1.0,1.0,4.857142857142857,6,1.0,1400.0,1,0.9780821917808219,959.0,1,f,Ward 55,Private room in guesthouse,0
2,1.0,1.0,1.0,4.767142857142857,3,1.0,1495.0,2,0.6821917808219178,20.0,145,f,Ward 54,Entire rental unit,132
1,1.0,1.0,1.0,5.0,2,1.0,380.0,3,0.13150684931506848,13.0,3,t,Ward 73,Private room in home,18
4,1.0,3.0,4.0,4.912857142857143,1,1.0,595.0,2,0.9260273972602739,49.0,16,t,Ward 7,Entire home,42
4,1.5,2.0,2.0,4.847142857142857,1,1.0,1850.0,5,0.4520547945205479,47.0,14,f,Ward 115,Entire rental unit,10
2,1.5,2.0,1.0,4.5,6,1.0,2600.0,1,0.8931506849315068,1391.0,2,t,Ward 54,Room in bed and breakfast,0
8,4.0,4.0,5.0,4.828571428571428,1,1.0,4000.0,2,0.8904109589041096,76.0,14,f,Ward 61,Entire cottage,24
2,1.0,0.0,1.0,4.671428571428572,2,1.0,1800.0,2,0.8602739726027397,47.0,10,f,Ward 115,Entire rental unit,48
2,1.0,1.0,1.0,5.0,42,0.99,1001.0,1,1.0,94.0,3,t,Ward 115,Entire rental unit,18
6,2.0,3.0,3.0,4.8999999999999995,1,1.0,3300.0,6,0.547945205479452,77.0,20,f,Ward 58,Entire home,12
4,1.0,2.0,1.0,3.5714285714285716,15,1.0,1600.0,1,0.8849315068493151,168.0,1,f,Ward 1,Private room in guesthouse,6
3,1.0,1.0,0.0,4.764285714285714,1,1.0,550.0,3,0.6082191780821918,16.0,64,f,Ward 59,Entire rental unit,144
2,1.0,1.0,1.0,4.714285714285714,1,1.0,1000.0,4,0.9068493150684932,9.0,1,f,Ward 115,Entire rental unit,8
4,2.0,2.0,3.0,4.304285714285714,83,0.9,2991.0,2,0.958904109589041,25.0,8,f,Ward 115,Entire rental unit,12
4,1.0,2.0,3.0,4.880000000000001,1,1.0,770.0,2,0.0,1826.0,25,f,Ward 74,Entire guest suite,0
2,1.0,1.0,3.0,5.0,4,0.8,750.0,1,0.4136986301369863,62.0,1,f,Ward 107,Private room in bed and breakfast,6
2,1.0,1.0,1.0,4.815714285714286,76,1.0,1050.0,1,0.38082191780821917,15.0,21,t,Ward 115,Entire rental unit,126
6,2.5,3.0,3.0,4.928571428571429,2,1.0,9900.0,14,0.4191780821917808,794.0,2,t,Ward 62,Entire home,0
2,1.0,1.0,1.0,4.952857142857143,2,1.0,1600.0,2,0.4438356164383562,12.0,3,t,Ward 54,Entire rental unit,18
2,2.0,4.0,4.0,5.0,3,1.0,450.0,2,0.9972602739726028,87.0,2,f,Ward 64,Private room in home,12
2,1.0,1.0,1.0,5.0,1,1.0,2000.0,3,0.4,845.0,1,f,Ward 15,Private room in bed and breakfast,0
2,1.0,1.0,1.0,4.458571428571428,1,1.0,2500.0,2,0.9534246575342465,14.0,19,f,Ward 54,Entire rental unit,78
2,1.0,1.0,1.0,5.0,1,0.9,1000.0,3,0.7041095890410959,82.0,1,f,Ward 115,Entire rental unit,6
8,3.5,4.0,4.0,4.825714285714285,4,1.0,4750.0,4,0.36712328767123287,23.0,43,f,Ward 61,Entire home,80
2,1.0,1.0,2.0,4.885714285714286,1,1.0,1000.0,7,0.4191780821917808,16.0,5,f,Ward 64,Entire cottage,70
4,2.0,2.0,3.0,4.97,1,1.0,3000.0,2,0.9315068493150684,11.0,87,t,Ward 115,Entire home,96
2,1.0,1.0,1.0,4.714285714285714,1,1.0,1080.0,2,0.8712328767123287,42.0,22,f,Ward 115,Entire rental unit,36
2,1.0,1.0,1.0,4.971428571428571,7,0.96,1600.0,2,0.5205479452054794,73.0,5,f,Ward 115,Entire rental unit,30
4,2.0,3.0,3.0,4.905714285714287,3,1.0,6750.0,4,0.17534246575342466,74.0,6,t,Ward 77,Entire villa,16
4,2.5,2.0,3.0,4.898571428571429,2,1.0,1950.0,2,0.4794520547945205,14.0,66,t,Ward 61,Entire cottage,102
6,2.0,3.0,4.0,4.878571428571428,1,1.0,2700.0,2,0.08493150684931507,76.0,7,f,Ward 113,Entire home,24
2,1.0,1.0,1.0,4.264285714285714,49,1.0,1725.0,2,0.8821917808219178,15.0,14,f,Ward 54,Entire rental unit,36
4,1.0,2.0,3.0,4.855714285714285,1,1.0,1200.0,1,0.1726027397260274,16.0,160,t,Ward 77,Entire guest suite,255
2,1.0,1.0,1.0,4.975714285714285,2,1.0,610.0,3,0.5397260273972603,211.0,23,t,Ward 70,Entire rental unit,24
2,1.0,1.0,1.0,5.0,61,1.0,3540.0,1,0.8986301369863013,12.0,1,f,Ward 54,Entire serviced apartment,6
4,2.0,2.0,2.0,4.821428571428571,60,1.0,3500.0,3,0.8931506849315068,24.0,43,t,Ward 115,Entire rental unit,126
2,1.0,1.0,1.0,3.5714285714285716,20,1.0,1020.0,1,0.7698630136986301,39.0,3,f,Ward 115,Entire rental unit,6
3,2.0,2.0,2.0,4.8914285714285715,1,1.0,1100.0,2,0.6465753424657534,62.0,70,t,Ward 57,Entire home,132
1,2.0,1.0,1.0,4.804285714285713,11,1.0,295.0,14,0.8794520547945206,20.0,13,t,Ward 55,Private room in home,140
1,1.0,1.0,1.0,4.714285714285714,1,0.89,648.0,5,0.9616438356164384,17.0,3,f,Ward 77,Private room in home,30
6,3.0,3.0,3.0,4.937142857142858,5,1.0,4500.0,2,0.8794520547945206,88.0,26,t,Ward 62,Entire guest suite,30
2,1.0,1.0,1.0,4.611428571428571,1,1.0,1200.0,2,0.6712328767123288,2.0,64,f,Ward 54,Entire rental unit,42
2,1.0,1.0,1.0,5.0,3,1.0,1152.0,2,0.6931506849315069,21.0,1,t,Ward 54,Entire rental unit,6
4,2.0,2.0,3.0,4.558571428571428,20,1.0,1450.0,1,0.4904109589041096,50.0,12,f,Ward 73,Entire home,60
2,1.0,1.0,1.0,4.428571428571429,9,1.0,1315.0,1,0.7041095890410959,26.0,1,f,Ward 115,Private room in guesthouse,6
4,2.0,2.0,3.0,4.9471428571428575,60,0.99,1250.0,3,0.3835616438356164,45.0,16,t,Ward 107,Entire rental unit,96
4,1.0,0.0,2.0,4.762857142857143,6,1.0,1100.0,2,0.4876712328767123,11.0,216,f,Ward 115,Entire rental unit,150
4,2.0,2.0,2.0,4.957142857142857,13,1.0,4000.0,5,0.4657534246575342,2.0,23,t,Ward 54,Entire rental unit,60
10,3.0,5.0,5.0,4.054285714285714,94,1.0,5763.0,1,0.7479452054794521,48.0,13,f,Ward 23,Entire home,30
2,1.0,0.0,1.0,4.548571428571429,1,1.0,676.0,3,0.4465753424657534,14.0,6,f,Ward 115,Entire rental unit,30
2,1.0,1.0,1.0,4.880000000000001,3,1.0,750.0,2,0.21095890410958903,32.0,6,t,Ward 113,Entire rental unit,36
4,1.0,1.0,1.0,1.0,1,1.0,1450.0,1,0.9945205479452055,45.0,1,f,Ward 60,Entire rental unit,6
2,1.0,1.0,1.0,4.8185714285714285,2,0.9,1850.0,2,0.726027397260274,15.0,14,f,Ward 23,Entire rental unit,54
2,1.0,1.0,1.0,4.697142857142857,3,0.9,950.0,3,0.22465753424657534,38.0,16,f,Ward 115,Entire rental unit,96
2,1.0,1.0,1.0,3.8600000000000003,3,0.5,600.0,1,1.0,402.0,3,f,Ward 116,Private room in guesthouse,0
2,1.0,0.0,1.0,4.824285714285714,2,0.89,60.0,2,0.852054794520548,18.0,189,t,Ward 54,Entire rental unit,120
4,1.0,1.0,3.0,4.878571428571428,1,1.0,2100.0,1,0.6383561643835617,12.0,20,f,Ward 23,Entire rental unit,78
4,2.5,2.0,2.0,5.0,8,1.0,3700.0,8,0.2493150684931507,58.0,2,f,Ward 115,Entire rental unit,16
4,1.0,2.0,4.0,4.882857142857143,2,1.0,1100.0,2,0.07671232876712329,8.0,49,t,Ward 115,Entire vacation home,90
2,1.0,1.0,1.0,4.821428571428571,4,1.0,1190.0,3,0.8931506849315068,41.0,4,f,Ward 83,Entire rental unit,24
6,3.0,3.0,3.0,4.635714285714286,70,0.99,12918.0,1,0.8986301369863013,24.0,16,t,Ward 54,Entire villa,18
2,1.0,1.0,1.0,5.0,2,1.0,500.0,1,0.989041095890411,10.0,3,f,Ward 10,Private room in rental unit,18
2,1.0,1.0,1.0,4.682857142857143,25,1.0,1050.0,1,0.9863013698630136,29.0,18,f,Ward 115,Entire rental unit,36
2,1.0,1.0,1.0,4.628571428571428,25,1.0,960.0,1,0.9534246575342465,11.0,33,f,Ward 115,Entire rental unit,120
2,1.0,0.0,1.0,3.9514285714285715,3,0.8,800.0,2,1.0,405.0,3,f,Ward 55,Private room in guesthouse,0
1,1.0,1.0,1.0,5.0,2,1.0,450.0,1,0.8191780821917808,17.0,2,f,Ward 64,Private room in rental unit,12
2,1.0,1.0,1.0,4.842857142857143,15,0.97,2070.0,2,0.9287671232876712,42.0,122,f,Ward 54,Entire rental unit,156
4,1.0,2.0,3.0,4.887142857142857,2,1.0,43.0,3,0.20821917808219179,24.0,19,t,Ward 57,Entire home,114
4,2.0,2.0,2.0,5.0,25,1.0,2500.0,5,0.4904109589041096,18.0,3,t,Ward 55,Entire rental unit,30
2,0.5,1.0,1.0,5.0,1,1.0,650.0,2,0.9506849315068493,30.0,1,f,Ward 105,Entire rental unit,6
6,2.0,4.0,5.0,4.941428571428572,1,1.0,115.0,6,0.4054794520547945,80.0,41,t,Ward 74,Entire home,84
2,1.0,1.0,1.0,4.9314285714285715,2,0.4,450.0,2,0.11232876712328767,134.0,16,f,Ward 113,Private room in home,6
4,2.0,2.0,2.0,4.732857142857143,1,1.0,187.0,5,0.13150684931506848,49.0,54,t,Ward 61,Entire home,70
6,2.5,3.0,3.0,4.841428571428572,10,1.0,2950.0,2,0.39452054794520547,21.0,19,t,Ward 115,Entire home,84
2,1.0,1.0,1.0,4.917142857142857,1,1.0,800.0,4,0.410958904109589,44.0,41,t,Ward 115,Entire rental unit,88
4,1.5,2.0,3.0,4.957142857142857,2,1.0,1600.0,5,0.27945205479452057,12.0,16,t,Ward 84,Entire rental unit,30
6,5.0,4.0,8.0,5.0,13,1.0,12500.0,3,0.2465753424657534,40.0,1,f,Ward 77,Entire rental unit,6
2,1.0,1.0,1.0,4.918571428571428,6,1.0,1650.0,1,0.6438356164383562,514.0,7,t,Ward 62,Entire cottage,0
4,2.0,2.0,2.0,4.594285714285715,83,0.9,2991.0,2,0.7205479452054795,1540.0,9,f,Ward 115,Entire rental unit,0
4,2.0,2.0,2.0,4.975714285714285,2,1.0,850.0,30,0.4520547945205479,151.0,6,t,Ward 64,Entire townhouse,60
8,4.0,4.0,3.0,4.737142857142857,2,1.0,6500.0,10,0.736986301369863,68.0,6,f,Ward 54,Entire home,20
5,2.0,3.0,3.0,5.0,1,1.0,1500.0,5,0.14246575342465753,81.0,1,f,Ward 102,Entire home,10
2,1.0,1.0,1.0,4.692857142857143,1,1.0,1600.0,2,0.3972602739726027,22.0,7,f,Ward 77,Entire rental unit,42
4,2.0,1.0,2.0,4.672857142857143,1,1.0,990.0,3,0.8657534246575342,87.0,7,f,Ward 61,Entire home,12
10,5.0,5.0,5.0,4.861428571428571,6,1.0,8500.0,4,0.7068493150684931,45.0,29,f,Ward 74,Entire villa,16
4,1.0,2.0,2.0,4.845714285714286,9,0.98,2850.0,2,0.947945205479452,8.0,11,t,Ward 54,Entire rental unit,66
4,1.0,2.0,2.0,3.665714285714285,1,1.0,1365.0,1,0.673972602739726,17.0,3,f,Ward 113,Entire rental unit,6
6,3.0,3.0,3.0,4.904285714285714,1,1.0,5000.0,4,0.0684931506849315,96.0,3,f,Ward 59,Entire home,16
2,1.0,1.0,1.0,4.884285714285714,5,1.0,2000.0,1,0.16164383561643836,4.0,67,t,Ward 115,Entire rental unit,246
2,1.0,1.0,1.0,4.5,181,0.99,4000.0,4,0.8465753424657534,9.0,2,f,Ward 54,Entire rental unit,16
2,1.0,1.0,1.0,4.882857142857143,1,1.0,810.0,2,0.15342465753424658,14.0,105,t,Ward 55,Entire rental unit,96
4,1.5,2.0,3.0,4.452857142857142,11,1.0,1342.0,1,0.810958904109589,17.0,12,f,Ward 83,Entire rental unit,36
10,5.0,5.0,6.0,4.971428571428571,3,1.0,13000.0,14,0.052054794520547946,2279.0,5,t,Ward 62,Entire home,0
6,3.0,3.0,3.0,5.0,1,1.0,7000.0,7,0.9945205479452055,81.0,1,t,Ward 74,Entire home,14
4,1.0,2.0,3.0,4.844285714285715,1,1.0,1700.0,4,0.684931506849315,6.0,63,t,Ward 115,Entire rental unit,96
2,1.0,1.0,1.0,4.55,49,1.0,1610.0,2,0.8602739726027397,77.0,27,f,Ward 54,Entire rental unit,36
3,1.0,1.0,2.0,5.0,1,1.0,850.0,2,0.3972602739726027,783.0,2,f,Ward 73,Entire chalet,0
2,1.0,1.0,1.0,4.8100000000000005,21,0.99,1200.0,2,0.052054794520547946,65.0,9,t,Ward 115,Entire rental unit,54
4,2.0,2.0,3.0,4.571428571428571,18,1.0,4000.0,1,0.9643835616438357,24.0,2,f,Ward 115,Entire rental unit,12
2,1.0,1.0,1.0,4.428571428571429,4,1.0,4000.0,1,1.0,75.0,1,f,Ward 54,Private room in home,6
2,1.0,1.0,1.0,4.874285714285714,2,1.0,825.0,3,0.8849315068493151,7.0,171,t,Ward 115,Entire rental unit,228
2,1.0,1.0,1.0,4.935714285714285,2,0.9,800.0,1,0.4931506849315068,24.0,11,t,Ward 112,Private room in guesthouse,30
2,1.0,1.0,1.0,4.918571428571428,3,1.0,1700.0,2,0.9643835616438357,3.0,7,f,Ward 115,Entire rental unit,42
2,1.0,1.0,1.0,4.815714285714285,21,0.97,3518.0,4,0.7972602739726027,24.0,49,t,Ward 54,Entire rental unit,64
6,1.5,3.0,3.0,5.0,20,1.0,3190.0,1,0.7095890410958904,287.0,1,t,Ward 74,Entire cottage,6
6,2.0,3.0,4.0,4.8428571428571425,5,1.0,2400.0,2,0.9123287671232877,9.0,20,t,Ward 55,Entire rental unit,42
2,1.0,1.0,1.0,4.8742857142857146,70,1.0,1850.0,2,0.3863013698630137,11.0,49,t,Ward 115,Entire rental unit,186
4,2.5,2.0,3.0,4.875714285714286,17,1.0,100000.0,2,0.936986301369863,15.0,70,t,Ward 115,Entire rental unit,222
2,1.0,0.0,1.0,4.267142857142857,74,0.89,850.0,2,0.3972602739726027,6.0,24,f,Ward 115,Entire rental unit,42
2,1.0,1.0,1.0,4.897142857142858,51,1.0,691.0,2,0.852054794520548,39.0,235,t,Ward 115,Entire rental unit,84
2,1.0,0.0,1.0,4.2,2,1.0,1400.0,2,0.9726027397260274,47.0,5,f,Ward 55,Entire rental unit,30
